Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_312,1.39981E+11,ABCDE2995F,4,23207,No,2,291960,Unemployed,30,Own,358394,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_1000,2.31314E+11,ABCDE9991F,4,97407,No,2,122664,Employed,24,,80831,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_606,5.51063E+11,ABCDE9927F,3,37052,Yes,1,222025,Self-Employed,26,,347514,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_24,1.97913E+11,ABCDE6196F,5,14534,Yes,1,114409,Self-Employed,41,,47509,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_945,5.86805E+11,ABCDE7989F,2,54057,No,0,239609,Unemployed,18,Own,187857,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_288,4.13553E+11,ABCDE6649F,0,91814,No,1,166755,Unemployed,45,Rent,390748,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_801,7.47988E+11,ABCDE9365F,2,38364,Yes,2,69775,Unemployed,38,Own,114413,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_342,5.74207E+11,ABCDE2319F,1,22588,Yes,0,204758,Self-Employed,64,,279393,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_982,2.75574E+11,ABCDE4331F,2,57135,Yes,1,253495,Employed,58,Own,392412,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_177,8.12712E+11,ABCDE9482F,2,18100,No,0,156806,Unemployed,32,Rent,154542,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_857,9.38879E+11,ABCDE9054F,5,11755,Yes,2,156469,Self-Employed,48,,103512,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_505,9.43995E+11,ABCDE3879F,5,48726,No,0,83026,Unemployed,24,Rent,147451,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_741,7.36513E+11,ABCDE9677F,3,41189,Yes,2,88138,Self-Employed,27,Own,122319,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_236,7.92685E+11,ABCDE2033F,5,43190,No,0,50781,Employed,40,,137303,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_869,3.60027E+11,ABCDE2480F,3,30152,No,0,245838,Self-Employed,72,Own,372784,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_406,6.43918E+11,ABCDE4398F,2,61127,Yes,0,161264,Employed,52,Rent,206259,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_950,6.8393E+11,ABCDE4903F,5,37414,Yes,0,164981,Self-Employed,43,,194594,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_223,5.46727E+11,ABCDE6812F,2,33296,No,2,281820,Employed,37,Own,149251,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_687,5.96606E+11,ABCDE2714F,4,87871,No,1,232556,Self-Employed,74,Rent,165122,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_136,4.33708E+11,ABCDE2418F,3,33852,Yes,0,105033,Employed,24,,136837,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
