Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_255,703657973730,ABCDE8311F,3,17921,No,1,114865,Unemployed,75,No Property,103203,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_534,797753181265,ABCDE5351F,0,35318,Yes,2,244821,Unemployed,56,Rent,390483,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_814,324505458053,ABCDE3531F,3,74604,No,2,189531,Employed,71,Own,211116,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_435,291006046925,ABCDE4785F,4,91476,Yes,0,299847,Employed,63,Own,109457,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_428,788848499001,ABCDE2642F,2,31156,No,1,119720,Employed,23,Rent,116826,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_310,588526856207,ABCDE2120F,2,90241,No,2,32708,Employed,69,Own,21633,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_595,361289637468,ABCDE2269F,0,12583,No,2,134554,Unemployed,23,Own,123101,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_614,217794291341,ABCDE2836F,1,36557,Yes,0,256791,Employed,18,Rent,360161,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_330,516651530271,ABCDE7355F,0,81228,No,2,227057,Employed,55,Rent,249786,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_611,778170072784,ABCDE7428F,3,50473,Yes,2,268296,Employed,51,Rent,204338,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_239,519252111631,ABCDE6989F,3,15236,No,1,218682,Employed,57,Own,223040,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_686,823167666468,ABCDE5184F,0,85901,No,1,51093,Employed,32,Own,115517,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_264,298069690585,ABCDE3344F,5,52949,Yes,1,210902,Unemployed,61,Own,300655,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_841,545940591177,ABCDE2756F,1,57121,No,1,209570,Employed,55,Rent,153245,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_120,426555362601,ABCDE9433F,4,87940,Yes,2,42420,Unemployed,69,No Property,32088,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_962,983302358667,ABCDE9770F,5,70866,Yes,2,298447,Unemployed,27,Own,172503,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_715,493364601122,ABCDE3938F,0,33200,Yes,0,52079,Employed,56,Rent,112740,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_207,396773100765,ABCDE7433F,3,42551,Yes,2,86863,Unemployed,27,Own,22933,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_470,938674240844,ABCDE8704F,0,47505,Yes,1,276348,Employed,43,Own,204539,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_825,781432994953,ABCDE3773F,3,63871,Yes,1,63133,Self-Employed,68,No Property,35417,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_943,808305417671,ABCDE8871F,3,72724,Yes,1,154794,Self-Employed,54,No Property,305305,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_772,597405819462,ABCDE1541F,5,56406,No,0,195524,Self-Employed,34,Own,327481,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_25,745288494181,ABCDE7396F,2,31936,No,0,205573,Employed,28,No Property,321771,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_221,508525411911,ABCDE7745F,0,15043,Yes,0,191174,Unemployed,37,No Property,226064,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_165,484179416529,ABCDE1269F,4,50561,No,2,50841,Employed,64,No Property,106543,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_770,423677862218,ABCDE2559F,4,38644,No,1,237908,Employed,22,Rent,318782,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_73,665615379439,ABCDE1842F,2,86025,Yes,0,195436,Employed,25,Own,133308,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_116,312736075891,ABCDE4470F,5,11683,Yes,1,244457,Employed,23,No Property,295673,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_391,271118044036,ABCDE8809F,4,61907,Yes,1,130484,Employed,65,Rent,143942,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_826,161081285208,ABCDE8433F,4,60082,No,0,222318,Unemployed,52,Own,291461,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_244,632132641872,ABCDE3248F,3,59132,Yes,2,260086,Self-Employed,56,Rent,209221,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_509,956158160045,ABCDE4982F,0,23806,Yes,0,39568,Employed,43,Own,61281,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_276,734645995479,ABCDE4284F,4,59242,Yes,1,277613,Employed,45,No Property,121831,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_453,688338807685,ABCDE1325F,0,12758,Yes,0,208795,Employed,62,Own,222130,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_298,656600776532,ABCDE7235F,2,97499,No,0,131152,Employed,66,Rent,111464,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_445,116730371628,ABCDE3376F,2,6492,No,0,186170,Self-Employed,60,Rent,279016,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_860,664679184100,ABCDE8742F,1,85561,No,0,169786,Employed,21,Rent,240576,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_446,931014283128,ABCDE3550F,4,44007,Yes,2,283185,Self-Employed,39,No Property,371576,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_735,123656364996,ABCDE4854F,5,33506,No,0,246087,Employed,50,Rent,329065,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_774,836043139017,ABCDE1171F,4,83155,Yes,1,200479,Unemployed,20,Rent,105438,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_184,435785646390,ABCDE4285F,1,68750,Yes,0,238579,Employed,20,Rent,290719,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_450,600345100923,ABCDE7829F,4,30585,Yes,0,102498,Employed,60,Rent,83137,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_995,754132182256,ABCDE1914F,4,32125,No,2,279289,Employed,74,Own,325209,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_112,477414409820,ABCDE7043F,2,53080,No,1,96607,Unemployed,35,Own,70868,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_187,791982214218,ABCDE1916F,0,17792,Yes,0,236006,Employed,22,No Property,318639,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_940,313201410975,ABCDE9067F,2,50737,No,2,282989,Employed,49,Rent,191603,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_759,803543300399,ABCDE6883F,2,76568,No,2,47121,Employed,19,No Property,30935,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_966,869400592273,ABCDE4318F,3,83741,Yes,2,31029,Unemployed,73,No Property,75819,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_650,838596807807,ABCDE2245F,0,57666,No,1,155684,Employed,52,Own,356785,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_312,273040850399,ABCDE4678F,4,5270,No,0,272387,Unemployed,25,Own,302177,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_540,810880869991,ABCDE9704F,1,99859,No,1,252291,Unemployed,46,Rent,275263,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_759,339867695536,ABCDE4874F,1,93740,No,2,42959,Employed,58,Rent,84368,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_507,285766336698,ABCDE4696F,2,63340,Yes,0,51613,Employed,28,Rent,78565,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_222,896141386211,ABCDE3491F,1,87275,Yes,2,202296,Self-Employed,61,No Property,137684,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_890,184568860113,ABCDE7852F,5,87373,Yes,1,90843,Employed,19,No Property,142095,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_456,453145094827,ABCDE4514F,1,77665,Yes,0,91109,Employed,29,Rent,22873,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_420,544390888450,ABCDE1481F,1,53281,Yes,0,38131,Employed,38,Rent,36226,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_3,410416497707,ABCDE3572F,1,90707,No,1,170127,Employed,62,No Property,303684,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_855,116792418247,ABCDE8321F,5,24573,Yes,1,49484,Unemployed,51,Own,43581,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_37,376356243033,ABCDE4005F,1,75466,Yes,0,169402,Employed,56,No Property,376932,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_188,323602549059,ABCDE8935F,5,60362,Yes,1,229899,Unemployed,43,Own,222588,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_877,609731488214,ABCDE8385F,3,5537,No,0,101066,Unemployed,60,Own,148273,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_992,172523049817,ABCDE3452F,1,96406,Yes,2,141561,Self-Employed,39,No Property,124345,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_969,532501580285,ABCDE7660F,3,71244,No,0,63246,Employed,52,Own,48512,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_250,890998317131,ABCDE2836F,0,6364,No,1,241807,Unemployed,63,Rent,367657,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_206,744295407964,ABCDE7445F,2,92131,No,1,112484,Employed,19,Own,97104,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_66,276996828555,ABCDE3108F,3,85152,Yes,2,255804,Employed,19,Rent,288249,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_267,571954977270,ABCDE2943F,1,87844,No,1,137476,Self-Employed,35,Rent,81615,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_129,571932535597,ABCDE2935F,2,18755,Yes,0,276626,Employed,34,No Property,311771,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_24,989031438187,ABCDE6562F,0,27643,No,2,238655,Self-Employed,41,No Property,105626,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_798,720964223486,ABCDE7816F,5,11764,Yes,2,117310,Employed,35,Own,64401,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_679,208739648628,ABCDE4149F,2,76281,Yes,2,293170,Employed,56,Rent,314471,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_96,235351919581,ABCDE2625F,2,45859,Yes,2,264183,Employed,20,Rent,279886,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_145,937220784274,ABCDE6402F,0,16395,Yes,1,290466,Unemployed,23,Rent,234846,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_218,139770788652,ABCDE8795F,2,44430,Yes,2,172186,Unemployed,24,Own,376654,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_51,784959295620,ABCDE3131F,1,52917,Yes,0,289968,Employed,75,No Property,331653,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_596,883926305647,ABCDE6829F,3,70030,No,0,180665,Unemployed,42,Rent,216675,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_397,297764200024,ABCDE3436F,5,90163,No,2,225493,Employed,29,Own,370448,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_626,641831146307,ABCDE5977F,4,36997,Yes,1,193280,Employed,74,No Property,386051,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_904,962998640806,ABCDE8721F,3,91952,Yes,2,270670,Self-Employed,37,Own,257696,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_996,608190985618,ABCDE5416F,0,23936,Yes,1,87178,Employed,32,Own,117513,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_352,520297040162,ABCDE4087F,4,11265,No,0,217477,Employed,50,No Property,318484,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_783,713331092509,ABCDE4768F,0,99990,No,1,69604,Unemployed,33,Rent,86501,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_810,529654431885,ABCDE5623F,0,92767,No,1,71091,Self-Employed,72,Rent,86792,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_54,855752577501,ABCDE8032F,2,12971,Yes,0,259654,Employed,58,Own,130603,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_46,752181445431,ABCDE2261F,2,62637,Yes,0,51122,Self-Employed,28,Own,137847,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_925,315687651613,ABCDE1821F,4,89727,Yes,0,257763,Employed,48,Own,112846,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_954,400583930834,ABCDE7774F,3,80383,Yes,2,49775,Self-Employed,50,Rent,44462,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_21,648292103969,ABCDE1445F,4,20245,No,0,193081,Employed,47,No Property,250295,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_770,748278818023,ABCDE8869F,5,6231,No,0,206926,Employed,18,Own,133505,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_725,927907166713,ABCDE7488F,3,13733,No,2,206438,Unemployed,75,Rent,336008,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_164,386831964788,ABCDE3937F,3,61003,No,2,158968,Unemployed,45,Own,136419,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_404,232407011271,ABCDE6598F,2,68617,No,1,56689,Employed,58,Rent,131639,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_725,836767737659,ABCDE7363F,2,33606,No,2,239634,Self-Employed,53,Own,233015,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_540,907942952805,ABCDE6706F,4,26104,Yes,0,186115,Self-Employed,23,No Property,228675,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_551,495347752994,ABCDE9493F,5,5006,No,2,47995,Employed,18,No Property,33147,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_815,183096778651,ABCDE2012F,0,48066,Yes,1,247712,Employed,20,Own,393924,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_894,623673056624,ABCDE4618F,4,21835,No,1,46449,Self-Employed,29,Rent,112154,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_710,190786867772,ABCDE6116F,3,82749,Yes,2,71790,Employed,42,Own,79518,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_433,696089192216,ABCDE5688F,2,25842,No,0,250155,Unemployed,45,Own,164034,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_962,223679379470,ABCDE3120F,1,63229,Yes,0,215232,Employed,60,Own,389900,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_634,548516485262,ABCDE8481F,5,78535,Yes,1,30335,Employed,73,Rent,116770,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_201,238698939295,ABCDE5042F,1,55811,No,0,183602,Unemployed,52,Rent,266741,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_362,684659081815,ABCDE4922F,4,44219,No,0,282355,Self-Employed,44,Rent,388255,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_694,334711463960,ABCDE5866F,3,21862,No,2,140640,Self-Employed,42,No Property,41792,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_85,294986464074,ABCDE1731F,4,29716,No,0,71199,Employed,19,Rent,41097,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_185,632694811060,ABCDE5095F,1,16037,No,0,163058,Employed,55,Rent,192613,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_289,717851873906,ABCDE5746F,0,70292,Yes,2,147640,Employed,51,Rent,139711,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_936,458579852468,ABCDE3866F,3,77032,No,2,74037,Unemployed,31,Own,117241,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_973,323711867696,ABCDE1175F,5,64718,Yes,1,152684,Employed,22,Rent,166324,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_222,833954068326,ABCDE1172F,1,49116,No,1,290865,Self-Employed,39,Rent,231398,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_204,695769928871,ABCDE1153F,2,38836,Yes,0,258631,Self-Employed,55,Own,116035,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_69,508076995460,ABCDE6824F,3,60334,No,0,296035,Employed,59,Rent,244857,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_835,223704365552,ABCDE3413F,1,70968,No,2,117331,Unemployed,59,No Property,63757,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_181,123193289508,ABCDE4375F,3,58341,Yes,2,31287,Employed,63,Own,65346,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_622,610005070412,ABCDE6107F,1,7785,No,1,214053,Unemployed,38,Own,153597,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_81,521116652947,ABCDE8961F,4,42837,Yes,2,67570,Employed,73,No Property,51340,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_675,524017451883,ABCDE3436F,2,19088,Yes,1,122397,Unemployed,70,Own,137200,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_426,853079537908,ABCDE4606F,4,39556,No,2,261003,Employed,70,Rent,106137,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_5,622459368692,ABCDE9289F,3,76037,No,0,251868,Employed,20,Rent,118885,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_995,503347092495,ABCDE9069F,0,90778,No,1,277966,Employed,61,Own,148190,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_939,596411945264,ABCDE9295F,3,91305,No,2,98072,Self-Employed,50,Rent,84026,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_121,682357992609,ABCDE2150F,2,69784,Yes,0,105440,Employed,73,No Property,72744,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_501,780980922576,ABCDE9441F,3,88007,Yes,0,273879,Unemployed,61,Own,266248,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_850,444009343019,ABCDE5451F,1,67466,Yes,2,297774,Employed,68,Rent,167358,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_694,142684446718,ABCDE6188F,0,83882,Yes,1,261589,Employed,45,Own,224582,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_118,566963877855,ABCDE7028F,2,43491,Yes,0,124527,Employed,66,Own,28400,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_477,913954241425,ABCDE8580F,1,76510,No,0,270483,Employed,36,Own,338974,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_406,223213015374,ABCDE4835F,3,15426,Yes,0,33719,Employed,66,Own,141187,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_629,381634469473,ABCDE2244F,4,68592,No,0,65359,Employed,24,Own,56874,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_564,322810715436,ABCDE9160F,1,6973,No,0,172852,Employed,36,Rent,358284,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_94,903605766308,ABCDE2457F,1,37261,Yes,2,158436,Unemployed,47,No Property,218003,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_31,333879793417,ABCDE3902F,1,25223,Yes,2,232057,Employed,66,No Property,338723,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_794,940090382462,ABCDE2416F,2,78232,No,1,192040,Employed,55,No Property,202586,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_231,245217558300,ABCDE6688F,1,86135,No,2,244097,Employed,65,Own,380690,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
